1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YrSold,Age_House,Age_Renovation,Garage_age,TotalSF
1268,1097,0,1,3,1Fam,4,2,1163.0,0.0,2,6,1.0,0.0,2,89.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,856.0,3.0,5,2,Attchd,2365,1,GasA,0,2Story,1,2,Lvl,0,9430,Inside,82.0,3,0,RL,673.0,BrkFace,None,0,NoRidge,128,4,8,2,3,CompShg,Gable,Normal,337000.0,WD,180,1,8,1252.0,AllPub,0,3,21,21,21.0,3617.0
1494,0,0,1,2,TwnhsE,1,0,437.0,1057.0,3,2,1.0,0.0,2,0.0,1,Norm,Norm,SBrkr,0,2,2,BrkFace,BrkFace,4,2,1,PConc,1,6,481.0,2.0,5,0,Attchd,1494,1,GasA,0,1Story,1,0,Lvl,0,9549,CulDSac,30.0,0,0,RL,0.0,None,None,0,Veenker,30,4,8,2,3,CompShg,Hip,Normal,270000.0,WD,216,1,6,1494.0,AllPub,0,0,25,24,25.0,2988.0
1506,0,0,1,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1498.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,592.0,2.0,5,0,Attchd,1506,0,GasA,0,1Story,1,0,Lvl,0,14587,Inside,75.0,0,0,RL,284.0,Stone,None,0,Somerst,174,4,9,2,3,CompShg,Gable,Partial,264132.0,New,0,1,6,1498.0,AllPub,0,2,12,12,12.0,3004.0
980,734,0,1,3,1Fam,4,3,394.0,0.0,2,6,0.0,0.0,2,586.0,1,Norm,Norm,SBrkr,156,4,3,HdBoard,HdBoard,2,5,1,CBlock,2,6,496.0,2.0,5,3,Attchd,1714,1,GasA,4,2Story,1,3,Lvl,0,10421,Inside,80.0,3,0,RL,42.0,BrkFace,Shed,500,NWAmes,66,4,7,2,3,CompShg,Gable,Normal,196500.0,WD,0,1,7,980.0,AllPub,228,4,32,32,32.0,2694.0
983,767,0,1,4,1Fam,4,2,660.0,0.0,0,6,1.0,0.0,2,323.0,1,Norm,Norm,SBrkr,156,4,3,VinylSd,VinylSd,4,3,0,CBlock,2,4,423.0,1.0,5,3,Attchd,1750,0,GasA,0,1.5Fin,1,3,Lvl,0,12508,Inside,75.0,0,0,RL,0.0,None,Shed,1300,Mitchel,0,6,6,2,3,CompShg,Gable,Normal,160000.0,WD,0,1,7,983.0,AllPub,245,2,80,35,31.0,2733.0
1836,0,0,1,3,1Fam,4,3,24.0,0.0,2,6,0.0,0.0,2,1836.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,484.0,2.0,5,0,Attchd,1836,0,GasA,0,1Story,1,2,Lvl,0,9100,Inside,70.0,3,0,RL,0.0,None,None,0,CollgCr,33,4,7,2,3,CompShg,Hip,Normal,216837.0,WD,0,1,8,1860.0,AllPub,120,0,16,15,16.0,3696.0
1690,1589,0,1,4,1Fam,4,1,1416.0,0.0,0,6,1.0,0.0,2,234.0,1,Norm,Norm,SBrkr,0,4,0,CemntBd,Wd Shng,4,2,1,PConc,3,4,841.0,3.0,5,0,BuiltIn,3279,1,GasA,0,2Story,1,0,HLS,1,53504,CulDSac,47.0,1,0,RL,603.0,BrkFace,None,0,StoneBr,36,4,8,2,3,CompShg,Hip,Normal,538000.0,WD,210,1,12,1650.0,AllPub,503,4,17,17,17.0,4929.0
858,0,0,1,2,1Fam,4,0,685.0,0.0,2,6,1.0,0.0,2,173.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,576.0,2.0,5,3,Detchd,858,0,GasA,4,SFoyer,1,3,Lvl,0,7252,CulDSac,71.062,0,0,RL,0.0,None,None,0,Sawyer,0,4,5,2,3,CompShg,Hip,Normal,134900.0,WD,0,1,5,858.0,AllPub,120,3,38,38,37.0,1716.0
1220,0,0,1,2,1Fam,0,3,836.0,0.0,3,6,0.0,0.0,1,0.0,1,Norm,Norm,FuseF,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,396.0,2.0,5,3,Detchd,1220,0,GasA,4,1Story,1,3,Lvl,0,8877,Inside,67.0,3,0,RL,0.0,None,None,0,Edwards,0,4,4,2,3,CompShg,Gable,Normal,102000.0,COD,0,1,6,836.0,AllPub,0,0,69,69,69.0,2056.0
1117,0,0,1,3,1Fam,4,0,422.0,127.0,0,1,1.0,0.0,4,480.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,2,5,1,CBlock,1,6,672.0,2.0,5,3,Detchd,1117,0,GasA,4,SLvl,1,3,Lvl,0,7819,Inside,94.0,3,0,RL,0.0,None,None,0,Edwards,0,4,6,2,3,CompShg,Gable,Abnorml,107000.0,WD,0,1,6,1029.0,AllPub,144,4,44,44,44.0,2146.0
912,0,0,1,2,1Fam,4,3,456.0,0.0,5,6,0.0,0.0,4,456.0,1,Feedr,Norm,FuseA,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,275.0,1.0,5,2,Attchd,912,0,GasA,0,1Story,1,3,Lvl,0,10150,Inside,70.0,3,0,RL,1.0,None,None,0,NAmes,0,4,5,2,3,CompShg,Gable,Normal,114500.0,COD,0,1,5,912.0,AllPub,0,1,62,62,62.0,1824.0
1973,0,0,1,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,1935.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,895.0,3.0,5,0,Attchd,1973,0,GasA,2,1Story,1,2,Lvl,0,14226,Corner,110.0,3,0,RL,375.0,BrkFace,None,0,NridgHt,45,4,8,2,3,CompShg,Hip,Partial,395000.0,New,0,1,9,1935.0,AllPub,315,1,14,14,14.0,3908.0
1204,0,0,1,2,TwnhsE,4,3,866.0,0.0,2,6,1.0,0.0,0,338.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,412.0,2.0,5,0,Attchd,1204,0,GasA,0,1Story,1,3,Lvl,0,4500,FR2,32.0,3,0,RM,320.0,BrkFace,None,0,Mitchel,247,4,6,2,3,CompShg,Hip,Normal,162000.0,WD,0,1,5,1204.0,AllPub,0,3,22,22,22.0,2408.0
1614,0,0,1,3,1Fam,4,0,20.0,0.0,2,6,0.0,0.0,2,1594.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,865.0,3.0,5,2,Attchd,1614,0,GasA,0,1Story,1,2,Lvl,0,11210,Inside,86.0,0,0,RL,240.0,BrkFace,None,0,CollgCr,59,4,7,2,3,CompShg,Gable,Partial,221500.0,New,0,1,7,1614.0,AllPub,144,0,15,14,15.0,3228.0
894,0,0,1,3,1Fam,4,3,762.0,0.0,0,6,1.0,0.0,4,102.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,Plywood,2,1,1,CBlock,1,6,440.0,2.0,5,3,Attchd,894,0,GasA,4,1Story,1,3,Lvl,0,13350,Inside,100.0,0,0,RL,0.0,None,None,0,Sawyer,0,4,5,2,3,CompShg,Hip,Normal,142500.0,WD,0,1,5,864.0,AllPub,241,0,46,46,46.0,1758.0
2020,0,0,1,4,Duplex,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,Feedr,Norm,SBrkr,0,4,3,Plywood,Plywood,4,5,2,Slab,2,6,630.0,2.0,5,3,Detchd,2020,0,GasA,4,1Story,2,3,Lvl,0,8400,Inside,60.0,3,0,RH,320.0,BrkFace,None,0,SawyerW,0,4,5,2,3,CompShg,Gable,Normal,144000.0,WD,0,1,10,0.0,AllPub,0,1,43,43,43.0,2020.0
1004,0,0,1,2,Duplex,4,1,975.0,0.0,2,6,1.0,0.0,2,0.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,ImStucc,4,3,0,CBlock,1,6,504.0,2.0,5,3,Attchd,1004,0,GasA,4,SFoyer,1,3,Lvl,0,10530,Inside,78.0,3,0,RL,90.0,BrkFace,None,0,Mitchel,0,4,6,2,3,CompShg,Gable,Normal,135000.0,WD,0,1,4,975.0,AllPub,0,0,43,43,43.0,1979.0
1253,0,0,1,3,1Fam,1,3,0.0,0.0,6,6,0.0,0.0,2,1237.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,5,1,PConc,2,6,402.0,2.0,5,0,Attchd,1253,0,GasA,2,1Story,1,3,Lvl,0,7875,Inside,63.0,3,0,RL,38.0,BrkFace,None,0,Gilbert,21,4,7,2,3,CompShg,Gable,Normal,176000.0,WD,0,1,6,1237.0,AllPub,220,1,25,24,25.0,2490.0
810,793,0,1,3,1Fam,4,3,387.0,0.0,0,6,0.0,0.0,2,374.0,1,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,4,3,0,PConc,2,6,484.0,2.0,5,2,Attchd,1603,1,GasA,0,2Story,1,2,Lvl,0,7153,Inside,65.0,3,0,RL,0.0,None,None,0,SawyerW,124,4,6,2,3,CompShg,Gable,Normal,175900.0,WD,0,1,7,761.0,AllPub,0,0,28,28,28.0,2364.0
1430,0,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1413.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,605.0,2.0,5,2,Attchd,1430,0,GasA,0,1Story,1,2,Lvl,0,16285,Inside,67.0,1,0,RL,0.0,None,None,0,CollgCr,33,4,7,2,3,CompShg,Gable,Normal,187100.0,WD,0,1,6,1413.0,AllPub,0,3,19,18,19.0,2843.0
1110,0,0,1,1,1Fam,4,0,1097.0,0.0,2,6,1.0,0.0,2,0.0,1,Norm,Norm,SBrkr,0,2,3,Plywood,Plywood,4,5,1,PConc,1,6,602.0,2.0,5,0,Attchd,1110,0,GasA,0,SFoyer,1,2,Lvl,0,9101,Corner,71.026,0,0,RL,104.0,BrkFace,None,0,Mitchel,30,5,5,2,3,CompShg,Gable,Normal,165500.0,WD,0,1,4,1097.0,AllPub,303,3,42,42,42.0,2207.0
742,742,0,0,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,742.0,1,Norm,Norm,SBrkr,134,4,3,Wd Sdng,Wd Shng,4,2,1,CBlock,2,6,0.0,0.0,3,1,None,1484,0,GasA,0,2.5Unf,1,3,Lvl,0,6300,Inside,35.0,3,0,RM,0.0,None,None,0,OldTown,291,5,6,2,3,CompShg,Gable,Normal,128000.0,WD,0,1,9,742.0,AllPub,0,2,106,19,106.0,2226.0
1342,0,0,1,3,1Fam,4,3,251.0,630.0,5,3,0.0,0.0,4,491.0,1,Feedr,Norm,SBrkr,0,4,3,BrkFace,Wd Sdng,4,2,1,CBlock,2,6,457.0,2.0,5,3,Attchd,1342,0,GasA,4,1Story,1,3,Lvl,0,9790,Inside,78.704,3,0,RL,0.0,None,None,0,NWAmes,0,4,6,2,3,CompShg,Gable,Normal,161500.0,WD,197,1,7,1372.0,AllPub,0,3,53,53,53.0,2714.0
966,686,0,1,4,1Fam,4,3,686.0,0.0,3,6,1.0,0.0,1,0.0,1,Artery,Norm,SBrkr,196,2,3,MetalSd,MetalSd,4,3,0,PConc,2,6,416.0,1.0,5,3,Detchd,1652,0,GasA,4,1.5Fin,1,3,Lvl,0,10800,Inside,60.0,3,0,RM,0.0,None,Shed,1200,OldTown,0,5,5,2,3,CompShg,Gable,Normal,139000.0,WD,0,1,7,686.0,AllPub,0,4,105,70,59.0,2338.0
956,1128,0,1,4,1Fam,4,3,656.0,0.0,2,6,1.0,0.0,2,300.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,618.0,2.0,5,2,BuiltIn,2084,1,GasA,0,2Story,1,2,Lvl,0,10142,Inside,76.0,0,0,RL,0.0,None,None,0,SawyerW,45,4,7,2,3,CompShg,Gable,Normal,233000.0,WD,0,1,8,956.0,AllPub,0,4,16,16,16.0,3040.0
901,0,0,1,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,901.0,1,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,281.0,1.0,5,3,Detchd,901,0,GasA,0,1Story,1,3,Lvl,0,6000,Corner,50.0,3,0,RM,0.0,None,None,0,OldTown,0,6,4,2,3,CompShg,Gable,Normal,107900.0,WD,0,1,4,901.0,AllPub,0,2,66,20,66.0,1802.0
976,1111,0,1,5,1Fam,0,1,568.0,0.0,3,6,0.0,0.0,4,264.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,3,0,CBlock,2,6,444.0,2.0,5,0,Attchd,2087,1,GasA,2,2Story,1,2,Low,0,12205,Inside,76.02,0,0,RL,157.0,BrkFace,None,0,ClearCr,168,7,6,2,3,CompShg,Gable,Normal,187500.0,WD,0,1,9,832.0,AllPub,133,1,54,13,54.0,2919.0
1145,0,0,1,2,TwnhsE,4,3,16.0,0.0,2,6,0.0,0.0,2,1129.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,397.0,2.0,5,0,Attchd,1145,0,GasA,0,1Story,1,2,Lvl,0,3182,Inside,43.0,3,0,RL,11.0,BrkFace,None,0,Blmngtn,16,4,7,2,3,CompShg,Gable,Normal,160200.0,WD,0,1,5,1145.0,AllPub,100,3,15,14,15.0,2290.0
1062,0,0,1,3,1Fam,4,0,539.0,0.0,0,6,1.0,0.0,2,490.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,4,5,2,PConc,1,6,539.0,2.0,5,2,Attchd,1062,0,GasA,4,SLvl,1,3,Lvl,0,11333,Corner,90.87,0,0,RL,0.0,None,None,0,Mitchel,0,4,6,2,3,CompShg,Gable,Normal,146800.0,WD,0,1,5,1029.0,AllPub,120,1,44,44,44.0,2091.0
1127,886,0,1,3,1Fam,4,0,862.0,0.0,2,6,1.0,0.0,2,255.0,1,Norm,Norm,SBrkr,0,4,2,MetalSd,MetalSd,4,5,1,PConc,2,6,455.0,2.0,5,3,Attchd,2013,1,GasA,0,2Story,1,3,Lvl,0,9920,CulDSac,92.0,0,0,RL,0.0,None,None,0,NoRidge,130,4,7,2,3,CompShg,Gable,Normal,269790.0,WD,0,1,8,1117.0,AllPub,180,1,24,23,23.0,3130.0
1496,0,0,1,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,1496.0,1,Norm,Norm,SBrkr,0,4,2,CemntBd,CmentBd,4,3,0,PConc,2,6,474.0,2.0,5,0,Attchd,1496,0,GasA,0,1Story,1,2,Lvl,0,9158,Inside,76.0,3,0,RL,140.0,Stone,None,0,Somerst,130,4,8,2,3,CompShg,Gable,Partial,225000.0,New,0,1,7,1496.0,AllPub,168,1,13,13,13.0,2992.0
1086,809,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,712.0,1,Norm,Norm,SBrkr,0,4,2,MetalSd,MetalSd,4,5,1,PConc,2,6,409.0,2.0,5,0,Attchd,1895,1,GasA,0,2Story,1,2,Lvl,0,10832,Corner,95.016,0,0,RL,0.0,None,Shed,500,Gilbert,46,4,7,2,3,CompShg,Gable,Normal,194500.0,WD,0,1,7,712.0,AllPub,143,2,26,24,26.0,2607.0
888,676,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,650.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,2,5,1,CBlock,2,6,476.0,2.0,5,3,Attchd,1564,1,GasA,4,2Story,1,3,Lvl,0,8400,Inside,70.0,3,0,RL,130.0,BrkFace,None,0,SawyerW,50,5,6,2,3,CompShg,Gable,Normal,171000.0,WD,204,1,7,650.0,AllPub,0,4,40,39,40.0,2214.0
1285,0,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,660.0,1,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,2,5,1,CBlock,1,6,528.0,2.0,5,2,Attchd,1285,1,GasA,0,1Story,1,3,Lvl,0,8197,Inside,71.0,3,0,RL,148.0,BrkFace,None,0,Sawyer,0,4,6,2,3,CompShg,Gable,Normal,143500.0,WD,0,1,7,660.0,AllPub,138,1,43,43,43.0,1945.0
773,0,0,1,2,1Fam,4,3,570.0,0.0,1,6,0.0,0.0,4,203.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,240.0,1.0,5,3,Attchd,773,0,GasA,2,1Story,1,3,Lvl,0,7677,Inside,57.0,3,0,RL,0.0,None,None,0,NAmes,0,4,5,2,3,CompShg,Gable,Abnorml,110000.0,WD,0,1,4,773.0,AllPub,0,2,67,67,67.0,1546.0
1966,1174,0,1,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,0,1926.0,1,Norm,Norm,SBrkr,0,4,0,VinylSd,VinylSd,4,2,2,PConc,3,6,820.0,3.0,5,0,BuiltIn,3140,1,GasA,0,2Story,1,0,Lvl,0,13518,Inside,104.0,3,0,RL,860.0,Stone,None,0,NridgHt,78,4,9,2,3,CompShg,Hip,Partial,485000.0,New,0,1,11,1926.0,AllPub,144,3,12,11,11.0,5066.0
981,787,0,1,3,1Fam,4,3,569.0,0.0,0,6,1.0,0.0,2,162.0,1,Feedr,Norm,SBrkr,264,4,3,Wd Sdng,Wd Sdng,2,5,2,BrkTil,1,6,240.0,1.0,5,3,Detchd,1768,1,GasA,0,1.5Fin,1,2,Lvl,0,7200,Corner,60.0,3,0,RL,252.0,BrkFace,None,0,SWISU,0,6,5,2,3,CompShg,Gable,Normal,175000.0,WD,0,1,7,731.0,AllPub,0,1,83,70,81.0,2499.0
616,1072,0,1,4,1Fam,4,1,462.0,0.0,2,6,1.0,0.0,2,154.0,1,Feedr,Norm,SBrkr,185,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,603.0,2.0,5,2,Attchd,1688,1,GasA,2,2Story,1,2,HLS,1,12798,Inside,79.0,0,0,RL,0.0,None,Shed,400,ClearCr,114,4,6,2,3,CompShg,Gable,Normal,200000.0,WD,0,1,8,616.0,AllPub,403,2,23,23,23.0,2304.0
1196,0,0,1,2,1Fam,4,3,197.0,0.0,3,6,1.0,0.0,4,999.0,1,Norm,Norm,FuseA,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,440.0,2.0,5,3,Detchd,1196,0,GasA,0,1Story,1,3,Lvl,0,4800,Inside,40.0,3,0,RM,0.0,None,None,0,IDOTRR,0,6,4,2,3,CompShg,Gable,Normal,109900.0,WD,0,1,5,1196.0,AllPub,0,1,104,30,63.0,2392.0
728,728,0,1,3,1Fam,4,0,648.0,0.0,2,6,1.0,0.0,2,80.0,1,Norm,Norm,SBrkr,0,4,2,WdShing,Wd Shng,4,2,1,PConc,2,6,410.0,2.0,5,0,Attchd,1456,1,GasA,0,2Story,1,2,Lvl,0,8199,Inside,63.0,3,0,RL,0.0,None,None,0,CollgCr,18,4,7,2,3,CompShg,Gable,Normal,189000.0,WD,0,1,7,728.0,AllPub,36,2,15,15,15.0,2184.0
1734,1088,0,1,4,1Fam,4,1,0.0,0.0,6,6,0.0,0.0,0,1734.0,1,Norm,Norm,SBrkr,0,4,0,VinylSd,VinylSd,4,2,1,PConc,3,6,1020.0,3.0,5,2,BuiltIn,2822,1,GasA,0,2Story,1,0,Lvl,0,13891,Inside,107.0,3,0,RL,424.0,Stone,None,0,NridgHt,170,4,9,2,3,CompShg,Hip,Partial,582933.0,New,192,1,12,1734.0,AllPub,52,3,12,11,11.0,4556.0
1128,0,0,1,2,1Fam,4,3,812.0,0.0,3,6,0.0,0.0,4,124.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,1,3,0,CBlock,1,2,286.0,1.0,5,3,Attchd,1128,0,GasA,4,1Story,1,3,Lvl,0,9000,Inside,75.0,3,0,RL,0.0,None,None,0,NAmes,0,4,5,2,3,CompShg,Gable,Family,118000.0,WD,0,1,5,936.0,AllPub,0,0,66,66,66.0,2064.0
1428,0,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1417.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,554.0,2.0,5,2,Attchd,1428,0,GasA,0,1Story,1,0,Lvl,0,12274,FR2,91.0,0,0,RL,256.0,Stone,None,0,Somerst,60,4,7,2,3,CompShg,Gable,Partial,227680.0,New,0,1,6,1417.0,AllPub,0,2,12,12,12.0,2845.0
980,0,0,1,3,1Fam,4,0,400.0,480.0,0,5,0.0,0.0,4,100.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,384.0,1.0,5,0,Attchd,980,0,GasA,2,SLvl,1,3,Lvl,0,9750,Inside,75.0,3,0,RL,0.0,None,None,0,NAmes,0,4,5,2,3,CompShg,Gable,Normal,135500.0,WD,0,1,6,980.0,AllPub,68,0,53,53,53.0,1960.0
1072,504,0,1,3,1Fam,4,1,1309.0,0.0,2,6,2.0,0.0,4,15.0,1,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,4,5,1,CBlock,1,6,528.0,2.0,5,2,Attchd,1576,1,GasA,0,2Story,1,2,Lvl,0,21384,Inside,144.0,3,0,RL,0.0,None,None,0,BrkSide,312,5,5,2,3,CompShg,Gable,Normal,223500.0,WD,0,1,6,1324.0,AllPub,0,3,97,16,97.0,2900.0
1086,0,0,1,3,1Fam,4,0,516.0,128.0,0,1,1.0,0.0,4,380.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,1,2,1,CBlock,1,6,484.0,2.0,5,2,Attchd,1086,0,GasA,4,SLvl,1,3,Lvl,0,13400,Inside,85.0,3,0,RL,1047.0,BrkFace,None,0,NAmes,0,4,5,2,3,CompShg,Gable,Normal,159950.0,WD,0,1,6,1024.0,AllPub,0,0,54,54,54.0,2110.0
1075,1063,0,1,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,849.0,0,Norm,Norm,FuseA,0,4,3,AsbShng,AsbShng,2,3,0,PConc,2,6,360.0,2.0,4,3,Detchd,2138,0,GasA,4,2.5Unf,3,3,Lvl,0,8100,Corner,90.0,3,0,RM,0.0,None,None,0,OldTown,156,4,5,0,3,CompShg,Hip,Normal,106000.0,WD,0,1,11,849.0,AllPub,40,3,122,55,110.0,2987.0
1309,0,0,1,3,1Fam,4,3,663.0,377.0,0,3,1.0,0.0,4,0.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,0,1,1,CBlock,1,6,484.0,2.0,5,2,Attchd,1309,1,GasA,1,1Story,1,2,Lvl,0,10140,Inside,78.0,3,0,RL,99.0,BrkFace,None,0,NWAmes,0,5,6,2,1,CompShg,Hip,Normal,181000.0,WD,0,1,5,1040.0,AllPub,265,0,46,21,46.0,2349.0
848,0,0,1,1,TwnhsE,4,1,662.0,0.0,2,6,1.0,0.0,2,186.0,1,Norm,Norm,SBrkr,0,4,2,VinylSd,VinylSd,4,2,1,PConc,1,6,420.0,2.0,5,0,Attchd,848,0,GasA,0,1Story,1,2,Lvl,0,4438,Inside,36.87282857142855,3,0,RM,169.0,BrkFace,None,0,CollgCr,0,4,6,2,3,CompShg,Gable,Normal,144500.0,ConLD,0,1,4,848.0,AllPub,140,2,16,16,16.0,1696.0
1044,0,0,1,2,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,4,540.0,0,Norm,Norm,FuseA,0,4,1,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,504.0,2.0,5,3,Basment,1044,0,GasA,4,1Story,1,1,Bnk,1,8712,Inside,66.0,3,0,C (all),0.0,None,Shed,54,IDOTRR,0,4,5,0,3,CompShg,Hip,Alloca,55993.0,WD,0,0,4,540.0,AllPub,0,4,68,68,68.0,1584.0
1442,0,0,1,4,1Fam,4,3,608.0,0.0,5,6,0.0,0.0,4,834.0,1,Norm,Norm,SBrkr,275,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,301.0,1.0,5,2,Attchd,1442,1,GasA,2,1Story,1,3,Lvl,0,9750,Inside,75.0,3,0,RL,243.0,BrkFace,Shed,500,NAmes,0,5,6,2,3,CompShg,Gable,Normal,157900.0,COD,0,1,7,1442.0,AllPub,0,1,62,62,62.0,2884.0
686,564,0,0,3,1Fam,4,3,0.0,0.0,6,6,0.0,1.0,4,686.0,1,Norm,Norm,SBrkr,96,4,3,Stucco,Stucco,4,3,0,BrkTil,1,6,280.0,1.0,5,3,Detchd,1250,1,GasW,2,1.5Fin,1,1,Lvl,0,8248,Inside,45.0,3,0,RL,0.0,None,None,0,Edwards,0,6,5,1,3,CompShg,Gable,Normal,116000.0,WD,0,1,7,686.0,AllPub,207,0,102,70,65.0,1936.0
1661,0,0,1,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1649.0,1,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,598.0,2.0,5,2,Attchd,1661,0,GasA,0,1Story,1,2,Lvl,0,12137,CulDSac,48.0,1,0,RL,442.0,BrkFace,None,0,CollgCr,34,4,7,2,3,CompShg,Gable,Normal,224900.0,WD,0,1,6,1649.0,AllPub,0,4,22,22,22.0,3310.0
1008,0,0,1,2,1Fam,4,3,486.0,0.0,1,6,0.0,0.0,4,522.0,1,Norm,Norm,SBrkr,120,4,3,BrkFace,BrkFace,4,2,1,CBlock,1,6,275.0,1.0,5,2,Attchd,1008,0,GasA,2,1Story,1,3,Lvl,0,11425,Corner,91.202,0,0,RL,0.0,None,None,0,NAmes,0,5,5,2,3,CompShg,Gable,Normal,137000.0,WD,0,1,4,1008.0,AllPub,0,0,66,66,66.0,2016.0
1689,0,0,1,3,1Fam,4,3,1218.0,0.0,2,6,1.0,0.0,2,350.0,1,Norm,Norm,SBrkr,0,4,2,CemntBd,CmentBd,4,2,2,PConc,2,6,857.0,3.0,5,2,Attchd,1689,0,GasA,0,1Story,1,2,Lvl,0,13265,CulDSac,51.442,0,0,RL,148.0,BrkFace,None,0,Mitchel,59,4,8,2,3,CompShg,Hip,Normal,271000.0,WD,0,1,7,1568.0,AllPub,150,2,18,18,18.0,3257.0
1052,0,0,1,3,1Fam,4,0,504.0,0.0,2,6,1.0,0.0,4,506.0,1,Norm,Norm,SBrkr,0,4,3,HdBoard,HdBoard,2,3,0,CBlock,1,6,440.0,2.0,5,3,Attchd,1052,0,GasA,2,SLvl,1,3,Lvl,0,8816,Inside,80.0,3,0,RL,80.0,BrkFace,None,0,ClearCr,0,6,6,2,3,CompShg,Gable,Normal,155000.0,WD,0,1,6,1010.0,AllPub,0,4,49,49,49.0,2062.0
